nom_structure,nom_contact,email,telephone,type_prospect,pays,region,departement,ville,adresse,nb_aderents,facebook,facebook_followers,x,x_followers,instagram,instagram_followers,youtube,youtube_followers,tictok,tictok_followers,sit_web,accepte_contact,methode_contact,contacte,date_dernier_contact,commentaires
CSCS Certain,Thierry Reynaud,luce64@example.org,0667327913,CSCS,France,Auvergne-Rhône-Alpes,69,Vénissieux,"60, avenue de Dupont",167.0,,,http://traore.org/,12539.0,http://bouvier.fr/,5721.0,,,,,,False,,False,,
Bar à jeux Lutte,,henryrichard@example.com,0704118247,Bar à jeux,France,Occitanie,30,Bagnols-sur-Cèze,"20, boulevard Barre",29.0,,,,,,,,,,,https://vaillant.com/,False,,False,2024-04-16,
Boutique spécialisée Mériter,Arnaude Philippe,noel57@example.net,0728185861,Boutique spécialisée,France,Hauts-de-France,62,Calais,avenue de Guilbert,,http://www.leclercq.fr/,2132.0,http://guibert.com/,7205.0,https://www.clement.fr/,126.0,,,,,https://www.bertrand.fr/,False,facebook,False,2025-05-13,
CSCS Chiffre,Matthieu Rousset,rodriguezemmanuelle@example.org,0681123333,CSCS,France,Occitanie,31,Muret,"137, avenue de Legros",42.0,,,http://www.faivre.fr/,9842.0,,,,,https://robin.org/,52080.0,http://boulanger.net/,True,email,True,2025-03-07,
Influenceur Retomber,,drichard@example.net,0645505666,Influenceur,France,Occitanie,31,Saint-Gaudens,"5, rue Merle",,,,,,https://www.blanchard.fr/,18646.0,,,,,http://imbert.fr/,True,,True,2025-10-02,
CSCS Jardin,,luc43@example.com,,CSCS,France,Île-de-France,91,Palaiseau,"679, boulevard Didier",,http://rocher.org/,9965.0,,,https://grondin.fr/,8898.0,,,,,https://www.perrin.com/,False,,True,,
Ludothèque Demeurer,Océane-Manon Sanchez,texieraimee@example.org,0725400951,Ludothèque,France,Nouvelle-Aquitaine,47,Marmande,"57, rue de Lefort",235.0,https://lecomte.fr/,6688.0,http://www.joubert.fr/,6418.0,http://rousset.fr/,797.0,,,,,https://www.bouvier.fr/,True,,False,,
Éditeur Contre,,hdumont@example.net,0778255929,Éditeur,France,Grand Est,67,Strasbourg,,416.0,https://www.da.net/,2825.0,https://meyer.org/,1786.0,https://carlier.fr/,29150.0,http://dumont.com/,46680.0,https://chauveau.org/,28569.0,http://www.lefevre.com/,False,instagram,True,,
Médiathèque Choisir,Marianne Barbe,jbodin@example.org,0726913684,Médiathèque,France,Grand Est,52,Chaumont,"76, chemin Stéphane Roussel",343.0,http://schneider.fr/,6419.0,https://www.le.com/,11536.0,http://www.foucher.net/,2518.0,,,,,https://guillaume.com/,True,,True,,
Artisan Produire,Lucie de la Jean,moniquemenard@example.org,0694241502,Artisan,France,Occitanie,31,Saint-Gaudens,"42, chemin Bodin",,http://hardy.com/,3957.0,,,https://paris.com/,14651.0,https://www.boucher.com/,20539.0,http://legendre.com/,62390.0,http://www.perez.org/,True,telephone,True,2025-08-28,
Asso JDR Pourtant,Laurent de Guilbert,jchretien@example.net,0748950532,Asso JDR,France,Nouvelle-Aquitaine,17,St Jean d'Angely,"91, avenue Vidal",,https://carlier.com/,8378.0,,,,,http://www.menard.fr/,17111.0,,,http://www.breton.fr/,True,telephone,True,,Fonder prière passion dernier front journée compagnon.
Ludothèque Énorme,Jules Berthelot de Guibert,eleonoregaillard@example.net,0603807386,Ludothèque,France,Auvergne-Rhône-Alpes,26,Romans-sur-Isère,"28, rue Marguerite Perrier",261.0,http://leblanc.net/,9127.0,,,https://www.delahaye.com/,8470.0,http://www.remy.fr/,27813.0,,,http://www.rey.fr/,False,email,False,2024-06-20,
Artisan Détruire,,cmillet@example.com,0655185309,Artisan,France,Occitanie,65,Tarbes,"91, rue Adrienne Weber",,https://antoine.com/,371.0,,,http://www.bonnin.fr/,6686.0,https://guichard.com/,43522.0,,,https://www.joubert.fr/,False,email,True,2024-04-01,Bas obtenir fait soutenir.
Asso JDR Décider,Jeanne Hamon,thierry90@example.net,0758177860,Asso JDR,France,Auvergne-Rhône-Alpes,15,Aurillac,"74, rue de Ribeiro",,https://www.marie.com/,6894.0,,,https://begue.com/,13222.0,,,http://lemaire.com/,47053.0,https://www.vallet.com/,False,facebook,False,,
Ludothèque Noir,Claire Bourgeois-Pires,brigittefaivre@example.com,0683992489,Ludothèque,France,Bourgogne-Franche-Comté,58,Cosne-Cours-sur-Loire,"86, avenue de Verdier",427.0,,,http://www.marion.net/,7196.0,http://www.blanchet.com/,21976.0,https://deschamps.com/,1074.0,http://pruvost.fr/,12553.0,https://peron.fr/,True,instagram,False,,Être rapidement déchirer autorité drame verre chanter.
Boutique spécialisée Désir,Théodore-Jean Camus,loiseauphilippe@example.net,0769683806,Boutique spécialisée,France,Île-de-France,95,Sarcelles,"78, boulevard Jourdan",,https://www.bonneau.fr/,4157.0,,,http://sanchez.net/,17240.0,,,https://barre.fr/,70754.0,,False,,True,2025-03-24,
Influenceur Choix,Anaïs Turpin-Roger,lefevremartine@example.org,0782805538,Influenceur,France,Occitanie,31,Muret,"21, boulevard Weber",,https://www.morel.fr/,284.0,,,http://grenier.fr/,18830.0,,,http://picard.com/,38393.0,http://lombard.fr/,True,instagram,False,2025-07-07,
Artisan Victime,Simone Bruneau,fbuisson@example.org,0708676091,Artisan,France,Bourgogne-Franche-Comté,90,Danjoutin,"58, avenue Paulette Hardy",,,,http://olivier.net/,1261.0,http://leveque.fr/,2830.0,,,,,https://www.briand.com/,True,,True,,
CSCS Interrompre,,godardcelina@example.net,0644170908,CSCS,France,Normandie,61,Flers,avenue de Guilbert,305.0,,,,,,,,,https://besson.fr/,50111.0,http://www.meunier.com/,False,,False,2024-11-09,
Influenceur Fier,Nathalie Imbert,vincentchristelle@example.net,0600890355,Influenceur,France,Occitanie,11,Narbonne,,,https://marchal.org/,5597.0,https://www.barbe.com/,9705.0,https://gillet.fr/,22562.0,,,,,https://www.fischer.org/,True,facebook,True,,
Artisan Éternel,Marcelle Reynaud,franck79@example.net,,Artisan,France,Hauts-de-France,62,Calais,avenue Boulay,,http://dupre.fr/,3991.0,https://laurent.com/,3614.0,http://www.maillot.fr/,7017.0,http://www.colin.fr/,23528.0,http://maury.net/,51169.0,,False,,False,2025-11-21,
Artisan Mieux,Alain Roussel,arnaudelagarde@example.net,0795214122,Artisan,France,Normandie,76,Rouen,"133, boulevard Laroche",90.0,https://lemaire.com/,834.0,https://www.fontaine.org/,14755.0,,,,,,,,False,instagram,False,,
Asso JDR Trembler,Thibault Daniel,fontaineanouk@example.net,0621415000,Asso JDR,France,Bourgogne-Franche-Comté,58,Clamecy,,403.0,http://www.collet.net/,9278.0,,,https://lejeune.fr/,5379.0,,,https://guillot.fr/,58687.0,https://www.guyon.fr/,False,,True,2025-09-28,
Médiathèque Pitié,Sylvie Olivier,lucseguin@example.net,0711166003,Médiathèque,France,Bourgogne-Franche-Comté,25,Montbéliard,rue Hortense Costa,262.0,http://dias.net/,9268.0,http://www.lebrun.com/,7744.0,https://martel.fr/,22563.0,https://www.lelievre.fr/,48974.0,,,http://michaud.net/,False,instagram,True,2025-08-09,
Boutique spécialisée Rien,Michèle Goncalves,kfoucher@example.net,0683190975,Boutique spécialisée,France,Provence-Alpes-Côte d'Azur,13,Arles,avenue de Daniel,267.0,http://www.perrin.com/,1380.0,https://www.guibert.com/,13429.0,http://www.nicolas.fr/,11792.0,,,,,https://renaud.fr/,True,,True,2024-08-18,Contre ensemble flamme quinze bande esprit nombreux ensemble.
Artisan Le,Margot Sanchez,schmittmarcel@example.net,0787337114,Artisan,France,Nouvelle-Aquitaine,87,Bellac,"84, rue de Thomas",,http://martel.com/,5694.0,,,http://www.delattre.net/,22610.0,,,,,https://jacquot.net/,True,telephone,False,2025-03-07,Pendant chaleur si créer vaste.
Boutique spécialisée Derrière,,valleteugene@example.org,0765263304,Boutique spécialisée,France,Nouvelle-Aquitaine,79,Niort,,226.0,http://deschamps.org/,6384.0,,,http://www.peltier.net/,18964.0,http://fabre.com/,15606.0,https://faivre.fr/,72135.0,http://www.riou.org/,True,,False,,
Bar à jeux Garde,,valleechristine@example.com,0608340484,Bar à jeux,France,Pays de la Loire,53,Mayenne,"70, chemin Dominique Marion",,http://wagner.org/,7752.0,,,https://guyon.net/,9981.0,https://www.fernandez.fr/,2228.0,,,,False,email,True,2026-01-17,
Boutique spécialisée Oiseau,Gérard Barbe,francklaunay@example.org,0680899475,Boutique spécialisée,France,Hauts-de-France,59,Lille,"28, rue Luc Berger",109.0,http://www.dufour.net/,794.0,http://www.prevost.fr/,3329.0,https://www.lagarde.fr/,27201.0,https://chretien.fr/,30811.0,,,http://germain.net/,False,,True,2024-12-15,
CSCS Problème,,andreelaporte@example.org,0637442083,CSCS,France,Nouvelle-Aquitaine,17,St Jean d'Angely,,394.0,https://www.gonzalez.com/,4051.0,,,https://www.riou.fr/,26090.0,,,https://www.charpentier.org/,37406.0,http://www.camus.com/,True,,False,2024-11-20,Terminer expérience prince soumettre terreur.
Ludothèque Delà,Bernard Le Léger,antoineaubry@example.net,0629122821,Ludothèque,France,Île-de-France,77,Fontainebleau,avenue Boucher,149.0,,,,,,,,,,,https://da.fr/,True,,True,2025-12-10,
Influenceur Engager,,guillaume83@example.com,0766695208,Influenceur,France,Nouvelle-Aquitaine,16,Blanzac,"62, rue Bruneau",,https://www.barre.com/,9383.0,http://www.leveque.fr/,3276.0,http://www.rocher.com/,9372.0,http://www.toussaint.com/,22722.0,https://thomas.fr/,50993.0,,False,,False,2025-01-22,
MJC Enfoncer,,jerome68@example.com,0702514416,MJC,France,Occitanie,46,Gourdon,,,,,https://martel.fr/,6618.0,,,,,,,https://www.simon.org/,True,telephone,False,2024-03-19,
Artisan Traîner,Jacques Michel Le Maillard,pichonchristelle@example.net,0689775613,Artisan,France,Auvergne-Rhône-Alpes,03,Moulins,"97, chemin de Chauvet",,http://pruvost.net/,6870.0,,,,,http://lucas.fr/,36227.0,https://www.legros.net/,65302.0,http://www.chauvet.fr/,True,,False,,Manger maladie réserver.
Bar à jeux Devant,,suzannebaron@example.net,0665854849,Bar à jeux,France,Nouvelle-Aquitaine,79,Bressuire,"961, avenue de Royer",,http://www.martineau.org/,2587.0,,,https://grenier.fr/,28436.0,,,https://delahaye.net/,53639.0,https://www.boulay.org/,False,instagram,False,2024-07-20,
Boutique spécialisée Autre,,vguillou@example.net,0689005451,Boutique spécialisée,France,Corse,2A,Porto-Vecchio,"67, rue de Mary",158.0,https://rousset.com/,7476.0,,,http://www.pasquier.com/,18036.0,,,,,,False,email,True,2025-04-09,Lorsque debout mettre oeil.
Médiathèque Vieux,Jacques Langlois,therese49@example.com,0617450199,Médiathèque,France,Occitanie,46,Figeac,,,https://giraud.fr/,9033.0,,,https://www.torres.fr/,18478.0,http://www.coste.com/,49538.0,http://monnier.com/,55655.0,http://potier.net/,True,,True,,Parole quoi nombre rire.
Influenceur Cher,Lucy Traore,hoareauemilie@example.com,0680661958,Influenceur,France,Pays de la Loire,53,Laval,"8, chemin Caroline Munoz",49.0,https://www.brunel.com/,3560.0,http://salmon.net/,11096.0,http://www.ribeiro.com/,22426.0,,,,,https://www.masse.org/,False,facebook,False,,
Médiathèque Derrière,,susan89@example.com,0700732202,Médiathèque,France,Grand Est,08,Sedan,,161.0,https://meunier.com/,4200.0,,,https://olivier.org/,11890.0,,,https://samson.com/,67531.0,https://gallet.fr/,False,instagram,False,2024-06-01,
Ludothèque Seconde,Odette Le Goff,william92@example.com,0664030810,Ludothèque,France,Bourgogne-Franche-Comté,25,Pontarlier,,154.0,http://www.teixeira.fr/,256.0,https://www.monnier.com/,2488.0,http://carre.com/,9448.0,,,https://www.aubry.fr/,52515.0,https://blondel.fr/,True,,False,2025-10-16,
Éditeur Moitié,,william46@example.com,0753944568,Éditeur,France,Grand Est,88,Saint-Dié-des-Vosges,boulevard Élise Jacquet,,https://www.briand.com/,6225.0,,,http://marechal.fr/,16696.0,,,https://www.pineau.com/,63928.0,https://marchand.com/,True,telephone,False,2024-09-04,Mal monsieur passé.
Bar à jeux Secrétaire,François-Laurent Lefebvre,suzanneferrand@example.com,0709985917,Bar à jeux,France,Occitanie,46,Gourdon,"39, chemin Édouard Pons",373.0,https://bonnet.net/,2150.0,,,,,http://grondin.org/,17900.0,https://pichon.org/,60911.0,https://www.lucas.fr/,False,,True,,
Boutique spécialisée Voie,Adrien Gros,colinhenri@example.org,0635281594,Boutique spécialisée,France,Hauts-de-France,02,Saint-Quentin,"52, chemin Auguste Bonnin",,,,https://lecomte.com/,13172.0,https://meunier.fr/,276.0,https://www.chartier.com/,10909.0,https://bernard.org/,61447.0,https://www.leclercq.com/,True,,False,2024-07-20,
Artisan Fidèle,,besnardmarie@example.com,0606007366,Artisan,France,Centre-Val de Loire,18,Saint-Amand-Montrond,"11, chemin de Reynaud",,http://www.cohen.com/,2493.0,https://joseph.fr/,3203.0,http://maillet.org/,1057.0,https://charpentier.com/,3732.0,,,http://www.humbert.com/,True,facebook,False,,Secret souffrance subir acheter six renverser.
CSCS Humide,Thérèse Bernard,garnierantoinette@example.net,0745711282,CSCS,France,Grand Est,88,Gérardmer,rue de Rivière,,https://tanguy.com/,3680.0,http://marin.com/,3073.0,,,,,http://www.poirier.com/,36455.0,https://bousquet.fr/,False,instagram,False,,Expliquer est arriver peser exécuter construire.
Influenceur Voisin,Capucine Blot-Lelièvre,georgespelletier@example.com,0601988136,Influenceur,France,Nouvelle-Aquitaine,47,Marmande,"81, chemin Thierry Olivier",,http://roussel.net/,6434.0,https://www.camus.net/,4464.0,http://pierre.com/,1662.0,https://blanchet.net/,5916.0,https://alexandre.com/,52599.0,,False,,True,2024-08-20,
Artisan Caractère,,leclercqadrienne@example.org,0795440148,Artisan,France,Île-de-France,94,Créteil,"7, chemin de Mary",,http://www.lejeune.com/,5323.0,http://gillet.fr/,11424.0,https://www.thierry.fr/,26619.0,,,,,,True,telephone,False,,
Boutique spécialisée Jardin,,weberoceane@example.net,0705540561,Boutique spécialisée,France,Auvergne-Rhône-Alpes,03,Montluçon,"51, rue de Guillou",,,,,,http://www.charrier.com/,13277.0,,,https://lebrun.net/,71042.0,http://marty.fr/,True,instagram,True,2025-06-02,
CSCS Patron,Marguerite Chevalier,susan90@example.com,0773586909,CSCS,France,Occitanie,32,Mirande,"59, chemin Élodie Pons",,https://www.charpentier.org/,9455.0,https://dos.com/,14968.0,https://gros.fr/,24434.0,,,,,https://www.teixeira.fr/,False,email,True,,
Boutique spécialisée Derrière,Jacques de la Humbert,jroyer@example.net,0628008640,Boutique spécialisée,France,Occitanie,66,Prades,"21, avenue de Boyer",202.0,https://www.mercier.net/,4769.0,https://grondin.fr/,5086.0,http://www.voisin.fr/,7364.0,,,,,http://barbe.com/,False,telephone,False,,Autorité tirer certain ce frais parole.
Médiathèque Coup,,veronique64@example.org,0744379514,Médiathèque,France,Bretagne,35,Fougères,"98, rue de Pascal",337.0,https://www.maury.org/,9451.0,https://leduc.org/,6658.0,,,,,,,http://diaz.com/,True,facebook,False,,
Bar à jeux Même,,robert75@example.net,0723362225,Bar à jeux,France,Occitanie,46,Figeac,"7, chemin Rémy",242.0,,,,,https://vasseur.com/,24573.0,,,,,https://pires.com/,False,,False,,
Boutique spécialisée Général,Benjamin Buisson,descampsguillaume@example.org,0780250136,Boutique spécialisée,France,Occitanie,81,Gaillac,"4, boulevard René Pichon",161.0,,,http://www.rodrigues.fr/,1326.0,http://mendes.fr/,28682.0,,,http://torres.fr/,17630.0,,False,email,False,2025-06-17,
CSCS Queue,Bertrand Traore,maillardpenelope@example.com,0754923341,CSCS,France,Provence-Alpes-Côte d'Azur,84,Carpentras,"99, rue de Lenoir",,,,,,https://www.sanchez.fr/,13367.0,,,https://pelletier.com/,20529.0,http://lefevre.fr/,False,,True,,Grave point rideau près subir gris jeunesse.
Asso JDR Engager,,pineausebastien@example.com,0606737988,Asso JDR,France,Centre-Val de Loire,28,Dreux,rue Aurélie Bernard,,https://www.rocher.fr/,6413.0,,,https://roux.org/,28805.0,http://lagarde.org/,30337.0,,,https://grenier.org/,True,,False,2025-02-18,
Éditeur Docteur,,jean34@example.com,0723451761,Éditeur,France,Auvergne-Rhône-Alpes,42,Roanne,"308, rue Delorme",,http://aubry.org/,5025.0,,,http://bertin.com/,7617.0,,,,,https://www.delaunay.com/,False,email,True,2025-09-27,
Bar à jeux Y,Christophe-Alexandre Gillet,pierre54@example.com,0747835091,Bar à jeux,France,Hauts-de-France,60,Beauvais,"66, avenue de Joubert",,http://www.lombard.com/,8227.0,http://www.berger.org/,6656.0,http://www.descamps.org/,19292.0,https://www.leblanc.fr/,3897.0,http://paris.fr/,19615.0,https://www.boulanger.org/,True,,False,,Secret demain école bleu révolution.
Artisan Comprendre,Franck Leduc,jolyjeanne@example.com,0614581919,Artisan,France,Île-de-France,91,Palaiseau,"69, boulevard Susan De Oliveira",100.0,,,,,http://www.begue.com/,17700.0,,,,,,True,,False,,
Éditeur Transformer,,menardmargot@example.net,0661411482,Éditeur,France,Grand Est,88,Épinal,,423.0,,,,,http://www.garnier.org/,8803.0,https://www.wagner.fr/,44406.0,,,https://samson.com/,False,instagram,True,,
Médiathèque Intérieur,Guy de la Guyon,dorotheeroux@example.org,0791471416,Médiathèque,France,Occitanie,11,Narbonne,"8, rue Henri De Oliveira",58.0,,,http://www.boucher.com/,12464.0,http://www.carre.com/,13908.0,,,http://adam.fr/,48564.0,http://www.marques.fr/,True,facebook,True,2025-10-12,Train sûr exister.
Influenceur Affirmer,,perrierdenis@example.com,0713563178,Influenceur,France,Centre-Val de Loire,18,Bourges,"834, chemin Corinne Rémy",,http://leblanc.org/,1756.0,,,,,,,http://www.morin.org/,59639.0,https://www.sanchez.com/,True,,False,,
Influenceur Toit,Monique-Émilie Breton,huguesschmitt@example.org,0763536268,Influenceur,France,Auvergne-Rhône-Alpes,42,Montbrison,"81, rue Hoareau",27.0,,,,,https://www.gautier.net/,15212.0,,,,,http://levy.com/,False,facebook,True,2024-05-22,
Artisan Peur,,celinecarpentier@example.com,,Artisan,France,Bourgogne-Franche-Comté,70,Lure,"182, boulevard Giraud",,http://www.boulanger.com/,1434.0,,,http://www.boyer.fr/,8138.0,,,,,http://www.henry.fr/,False,email,True,2025-02-21,Immobile capable cependant confondre.
Influenceur Siècle,Julien Verdier,michele55@example.net,0733378704,Influenceur,France,Bourgogne-Franche-Comté,25,Besançon,"54, avenue Allain",338.0,,,,,http://guillot.net/,17227.0,,,,,,False,instagram,False,2025-11-06,
Éditeur Général,Stéphanie Perret du Laroche,nathaliecoste@example.org,0693324942,Éditeur,France,Auvergne-Rhône-Alpes,07,Annonay,"279, avenue Guilbert",,https://michaud.net/,7756.0,http://lombard.com/,4169.0,,,,,https://www.bourdon.net/,54957.0,https://guillaume.org/,False,,True,,Souvenir point appeler commencer répondre moyen nécessaire.
Éditeur Politique,,olivie64@example.net,,Éditeur,France,Nouvelle-Aquitaine,47,Agen,"26, rue de Brunet",,,,,,https://dijoux.com/,7241.0,,,https://www.pereira.fr/,51827.0,https://meunier.com/,True,instagram,False,,
Asso JDR Sec,Honoré Leconte-Pereira,isabelle50@example.net,0607633818,Asso JDR,France,Grand Est,67,Sélestat,"75, rue de Boutin",,https://clement.fr/,9844.0,https://marie.net/,6411.0,,,,,,,http://pottier.com/,True,,False,,Créer mot discussion enfoncer.
Boutique spécialisée Sentier,Susan Lemaître,bouvetmathilde@example.org,0758695645,Boutique spécialisée,France,Nouvelle-Aquitaine,86,Châtellerault,,,http://www.maillard.fr/,7295.0,,,https://parent.fr/,6683.0,http://www.samson.fr/,9271.0,https://www.lacombe.fr/,76847.0,https://www.pasquier.com/,True,,False,2025-08-10,
Éditeur Français,Émile Le Roux,suzanne38@example.org,0710498234,Éditeur,France,Nouvelle-Aquitaine,47,Marmande,"870, boulevard Leclerc",221.0,,,http://roux.org/,7482.0,https://chauvin.com/,13516.0,http://collet.fr/,8809.0,,,http://gomez.com/,False,facebook,True,,Sens juge fin.
Boutique spécialisée François,Colette Ledoux,iguillou@example.net,0683755294,Boutique spécialisée,France,Île-de-France,77,Melun,"40, rue Danielle Camus",,,,,,,,https://menard.net/,48807.0,,,http://millet.net/,False,instagram,False,2024-04-19,
Médiathèque Oreille,,frederiquehardy@example.net,0604513147,Médiathèque,France,Centre-Val de Loire,36,Le Blanc,"14, rue de Moreno",,http://www.clerc.net/,1077.0,https://www.pierre.com/,9511.0,https://www.muller.net/,12903.0,,,,,https://lambert.fr/,True,,False,2024-03-09,
Médiathèque Vouloir,,alex93@example.net,0695808512,Médiathèque,France,Nouvelle-Aquitaine,19,Ussel,avenue de Samson,,,,http://www.leclercq.fr/,6277.0,http://teixeira.fr/,4095.0,,,,,https://www.pelletier.com/,False,telephone,True,,
MJC Être,,umeunier@example.com,0606888752,MJC,France,Normandie,76,Le Havre,,,https://teixeira.fr/,6429.0,,,,,http://auger.fr/,9331.0,,,https://perez.com/,False,instagram,True,2024-05-05,
Médiathèque Remonter,Camille De Sousa-Rodrigues,wlaurent@example.com,0679374320,Médiathèque,France,Occitanie,82,Montauban,"82, boulevard Lacroix",470.0,https://www.gonzalez.com/,7641.0,http://www.hamel.com/,572.0,https://langlois.org/,14645.0,,,,,,True,email,True,,
Bar à jeux Camarade,Christine Lebrun,laporteguy@example.com,0613750861,Bar à jeux,France,Auvergne-Rhône-Alpes,69,Vénissieux,"687, rue Émile Gilles",,https://cousin.net/,2483.0,,,http://www.fontaine.fr/,7972.0,,,http://boutin.com/,6339.0,http://berthelot.com/,True,,False,,
Artisan Paysan,,philippe30@example.org,0771118934,Artisan,France,Pays de la Loire,72,La Flèche,rue Morvan,,http://seguin.com/,3276.0,http://www.berthelot.org/,14103.0,http://petitjean.fr/,29192.0,,,http://lucas.net/,50803.0,https://roussel.org/,False,instagram,True,,
CSCS Interroger,Marcel Le Bouchet,louisdidier@example.org,0745194165,CSCS,France,Bourgogne-Franche-Comté,70,Lure,"63, rue Petitjean",,,,,,https://www.louis.net/,18232.0,http://www.bertrand.com/,37902.0,https://www.colin.fr/,43349.0,https://rodrigues.com/,False,facebook,False,2025-11-19,Plonger employer chez réveiller décider fait au.
Artisan Essayer,Joséphine de De Oliveira,monnieralexandrie@example.org,0618981595,Artisan,France,Auvergne-Rhône-Alpes,42,Montbrison,,370.0,https://sauvage.com/,8145.0,https://www.leroy.net/,284.0,http://www.marchal.fr/,9753.0,,,https://www.cousin.com/,56925.0,,False,facebook,True,2024-05-05,
Boutique spécialisée Pas,,fgillet@example.net,0794883096,Boutique spécialisée,France,Occitanie,32,Condom,"1, avenue Vincent Pelletier",,https://louis.fr/,9811.0,,,,,https://rousset.net/,20447.0,,,http://www.dos.com/,False,email,True,,Prêt mettre assurer.
Asso JDR Valoir,Charlotte Ruiz-Gaudin,nicole41@example.net,0768225629,Asso JDR,France,Occitanie,81,Albi,"8, rue Philippine Bernier",,,,,,,,,,https://www.lemonnier.fr/,19863.0,http://thomas.fr/,True,,True,,
Artisan Paysage,,hda-costa@example.net,0747180138,Artisan,France,Pays de la Loire,85,Fontenay-le-Comte,,147.0,http://www.fouquet.fr/,4223.0,,,https://www.neveu.com/,9665.0,http://www.morvan.com/,1810.0,,,,False,instagram,True,,
Ludothèque Acheter,,gregoirefischer@example.org,0770995469,Ludothèque,France,Bourgogne-Franche-Comté,39,Lons-le-Saunier,avenue de Jacob,,http://joubert.fr/,973.0,,,https://www.boucher.com/,27396.0,,,https://mendes.fr/,39817.0,http://www.gautier.fr/,True,,True,2025-12-11,Puisque intérêt agir traverser exiger.
Ludothèque Voilà,,fguillon@example.net,0738686256,Ludothèque,France,Grand Est,67,Haguenau,"53, boulevard Fouquet",317.0,http://www.leclercq.net/,3808.0,,,,,https://muller.net/,32042.0,,,http://guillaume.com/,True,,True,2024-04-26,
Boutique spécialisée Soumettre,Christiane Hernandez,,0716116939,Boutique spécialisée,France,Île-de-France,78,Versailles,"92, boulevard Lévy",278.0,https://www.perret.com/,9839.0,https://weber.com/,14207.0,https://pichon.fr/,20746.0,,,,,https://www.guillet.fr/,False,facebook,True,2026-01-13,
Artisan Oeil,Émile Le Monnier,odette80@example.net,0626657777,Artisan,France,Occitanie,82,Montauban,"65, boulevard Coste",,,,https://www.leclerc.org/,9843.0,http://collet.fr/,23973.0,,,http://hoarau.fr/,56733.0,http://meyer.com/,False,facebook,True,,
Ludothèque Sentiment,,ubarre@example.net,0696343840,Ludothèque,France,Île-de-France,95,Cergy,,129.0,http://www.bouvier.fr/,7634.0,http://rocher.com/,7612.0,http://www.renard.fr/,28806.0,https://www.seguin.fr/,46373.0,,,http://labbe.org/,False,,True,,
CSCS Colon,Laurent Navarro,manon18@example.org,0601862791,CSCS,France,Île-de-France,95,Argenteuil,rue Juliette Perez,491.0,http://fernandez.net/,4403.0,,,https://brunet.com/,21655.0,,,,,https://valette.com/,True,facebook,False,2025-06-26,
Médiathèque Air,,berthelotyves@example.org,0670540306,Médiathèque,France,Île-de-France,77,Meaux,"530, rue Martel",423.0,http://www.raymond.com/,4524.0,,,https://petit.com/,23640.0,http://perrot.net/,7972.0,,,https://www.moreno.org/,True,,False,2024-03-31,Position protéger livre apprendre trembler.
Médiathèque Soin,Dominique Guillet-Dupuy,kmoreno@example.net,0662729766,Médiathèque,France,Hauts-de-France,59,Roubaix,"1, boulevard Jérôme Hamel",,https://www.boyer.fr/,1870.0,,,http://guyon.net/,20468.0,https://devaux.net/,42466.0,https://www.legendre.com/,65933.0,https://bodin.fr/,False,instagram,True,2025-09-16,
MJC Oeil,,gdubois@example.org,0664756713,MJC,France,Grand Est,88,Gérardmer,"961, rue Auguste Maurice",,,,http://www.gonzalez.fr/,14251.0,http://www.collet.fr/,14175.0,,,,,https://becker.net/,True,telephone,False,,Après parcourir beau haïr erreur.
Artisan Jeune,Astrid Barre,toussaintantoine@example.org,0773159982,Artisan,France,Provence-Alpes-Côte d'Azur,83,Hyères,"96, chemin Éléonore Rodrigues",,,,https://payet.fr/,4767.0,,,https://roy.com/,30934.0,,,https://www.giraud.fr/,False,telephone,True,,
Ludothèque Rentrer,,rfoucher@example.com,0750797927,Ludothèque,France,Grand Est,68,Mulhouse,"554, avenue de Thibault",,,,https://letellier.fr/,5835.0,https://www.leclercq.com/,14631.0,https://www.pires.net/,40039.0,https://martinez.fr/,63654.0,https://www.boucher.net/,False,telephone,True,,
Asso JDR Amener,,cgirard@example.org,0750184213,Asso JDR,France,Centre-Val de Loire,41,Blois,"22, boulevard Gautier",140.0,http://guillet.com/,1193.0,http://www.valette.org/,2679.0,https://thierry.org/,21088.0,http://bouchet.fr/,34653.0,,,https://auger.org/,True,email,False,,
Influenceur Parti,Arthur De Sousa-Germain,thomasblanchet@example.net,0734229691,Influenceur,France,Nouvelle-Aquitaine,64,Biarritz,rue de Albert,187.0,,,http://charles.fr/,3189.0,https://www.olivier.net/,23238.0,,,,,,False,,True,,
Ludothèque Faveur,Gilbert de la Sauvage,,0649154197,Ludothèque,France,Nouvelle-Aquitaine,16,Confolens,"574, rue de Leclerc",384.0,https://tanguy.com/,4307.0,http://joly.net/,3604.0,http://www.valette.org/,12539.0,,,,,http://www.giraud.net/,True,email,False,2024-09-05,
MJC Feu,Capucine Dupont,constance87@example.com,0755056880,MJC,France,Bretagne,35,Fougères,"128, chemin Raynaud",,http://rousseau.com/,1175.0,,,https://blanchet.org/,15627.0,,,,,http://da.org/,False,,False,,Saisir chien changement franchir route voisin action.
Médiathèque Combien,,richard22@example.org,0607628529,Médiathèque,France,Grand Est,52,Chaumont,"78, boulevard Mary",,https://le.com/,1631.0,https://marchand.net/,9923.0,http://www.guibert.fr/,12747.0,,,,,http://www.francois.com/,False,,False,,
