nom_structure,nom_contact,email,telephone,type_prospect,pays,region,departement,ville,adresse,nb_aderents,facebook,facebook_followers,x,x_followers,instagram,instagram_followers,youtube,youtube_followers,tictok,tictok_followers,sit_web,accepte_contact,methode_contact,contacte,date_dernier_contact,commentaires
Bar à jeux Tendre,,susanmonnier@example.net,0602155410,Bar à jeux,France,Occitanie,31,Muret,,,http://www.pineau.fr/,4556.0,http://parent.fr/,12031.0,https://www.thibault.com/,3672.0,https://richard.com/,41659.0,,,http://auger.com/,False,instagram,True,2024-10-14,Apparaître mal sens moindre abandonner chat politique.
Ludothèque Penser,,alice24@example.com,0717904636,Ludothèque,France,Auvergne-Rhône-Alpes,43,Le Puy-en-Velay,"7, rue Olivier",,,,,,,,http://baudry.fr/,32548.0,,,http://www.gomez.fr/,False,email,True,2025-11-06,Public trésor bas larme lien action oiseau.
Asso JDR Naître,Josette Guilbert,christineguibert@example.net,0764417911,Asso JDR,France,Normandie,76,Dieppe,"570, chemin Jeannine Roy",175.0,https://www.fernandes.net/,131.0,,,https://guibert.org/,25413.0,,,http://meunier.com/,71027.0,,True,telephone,True,2024-12-17,
Asso JDR Arrière,Denise Hernandez,bpoirier@example.net,0746518077,Asso JDR,France,Auvergne-Rhône-Alpes,43,Yssingeaux,rue Joseph Bousquet,,,,http://renard.com/,12341.0,https://www.rocher.org/,3667.0,,,,,http://marques.com/,True,facebook,False,2024-12-10,
MJC Crise,Pierre Le Bailly,,0639073794,MJC,France,Normandie,14,Bayeux,,,https://www.renaud.fr/,8196.0,,,http://www.boucher.fr/,29839.0,http://www.tanguy.com/,24345.0,,,https://legrand.fr/,False,email,True,2025-01-06,
Influenceur Seuil,,marc37@example.net,0669584362,Influenceur,France,Centre-Val de Loire,41,Blois,chemin de Dumont,459.0,http://giraud.com/,8676.0,,,http://www.klein.fr/,16483.0,,,http://levy.fr/,8811.0,https://www.lenoir.org/,False,,True,,
CSCS Garçon,René-Roland Samson,legrosantoine@example.com,0715214471,CSCS,France,Nouvelle-Aquitaine,86,Montmorillon,,,,,,,https://www.gomez.net/,12931.0,https://brun.fr/,48331.0,,,https://thibault.fr/,True,facebook,False,2025-11-20,Âge mine accorder nous nom pitié prince.
Asso JDR Verser,Nathalie Bruneau,olefevre@example.net,0622981233,Asso JDR,France,Bretagne,35,Rennes,"84, chemin Bonnet",,https://bonneau.fr/,5518.0,http://www.brunet.fr/,2215.0,http://www.coulon.fr/,217.0,https://paul.com/,956.0,,,http://blanc.com/,False,,True,2025-10-07,
Asso JDR Image,Gilles Albert,,0636703325,Asso JDR,France,Auvergne-Rhône-Alpes,26,Valence,"272, boulevard de Dumont",,,,,,http://www.becker.com/,3436.0,,,,,,True,instagram,True,,
Éditeur Vision,Patricia du Blondel,ileclercq@example.org,0602063484,Éditeur,France,Pays de la Loire,49,Cholet,"3, avenue de Lelièvre",,,,,,https://www.chauvin.fr/,24619.0,http://remy.com/,40007.0,,,https://begue.fr/,True,,True,,
Ludothèque Courir,,martinedith@example.org,0769166606,Ludothèque,France,Grand Est,67,Sélestat,rue William Rey,,http://leduc.com/,2516.0,,,,,https://www.lemaire.fr/,48046.0,https://www.loiseau.com/,8042.0,http://perez.net/,True,,True,,
Bar à jeux Lueur,Isabelle Blot,adriennevaillant@example.org,0644910899,Bar à jeux,France,Grand Est,52,Saint-Dizier,"66, chemin Monique Pasquier",213.0,https://www.mahe.com/,5981.0,,,https://fabre.fr/,25424.0,,,https://michel.com/,4537.0,http://maillot.fr/,True,instagram,True,,
Ludothèque Hier,,duhamelanouk@example.com,0634001757,Ludothèque,France,Occitanie,30,Nîmes,"612, boulevard Jacqueline Gosselin",,,,https://marechal.com/,10624.0,,,http://www.charrier.com/,4844.0,,,https://www.morvan.fr/,False,,True,,
Bar à jeux Jaune,Franck Tanguy,bretonolivie@example.com,0645243414,Bar à jeux,France,Bourgogne-Franche-Comté,58,Cosne-Cours-sur-Loire,"31, avenue de Carpentier",91.0,,,,,https://www.guillaume.com/,21954.0,http://www.levy.com/,38405.0,,,,False,,True,2025-02-20,
CSCS Valeur,,lefebvreemmanuelle@example.org,0780151613,CSCS,France,Occitanie,09,Saint-Girons,"55, rue Gérard Moreno",,http://www.pereira.fr/,2982.0,,,,,,,http://chauvet.fr/,17220.0,,True,email,False,,
Artisan Devenir,,techerjean@example.com,0776627959,Artisan,France,Île-de-France,93,Saint-Denis,"27, rue Lemaire",,,,,,http://gautier.com/,24487.0,https://www.gomez.fr/,25919.0,,,http://philippe.com/,True,,False,,Terminer corps droit or.
Asso JDR Soir,,parismargaret@example.com,0669687189,Asso JDR,France,Grand Est,51,Reims,"2, avenue Bouchet",265.0,,,,,http://delmas.org/,20883.0,http://www.gaillard.fr/,26984.0,http://www.valette.net/,23649.0,https://www.chevallier.fr/,True,facebook,False,,
Médiathèque Planche,,julesfoucher@example.org,0727092682,Médiathèque,France,Île-de-France,95,Argenteuil,"494, rue de Fournier",,https://www.marechal.org/,1048.0,,,,,,,,,http://rolland.com/,False,instagram,False,,Serrer énergie expliquer le en franchir rêver trait.
Asso JDR Fonction,Astrid Hoareau,maryse00@example.org,0719078956,Asso JDR,France,Auvergne-Rhône-Alpes,01,Bellegarde-sur-Valserine,"4, rue Dubois",,https://aubert.fr/,9052.0,http://joubert.com/,13807.0,https://klein.fr/,1751.0,,,,,https://www.roux.com/,False,,False,,
MJC Avoir,Paul-Maurice Nguyen,marcellecamus@example.com,0697606739,MJC,France,Nouvelle-Aquitaine,79,Parthenay,"95, avenue Margot Fernandez",90.0,http://perez.fr/,7279.0,https://www.guilbert.com/,1778.0,http://meyer.org/,6120.0,,,,,http://morel.fr/,True,,True,2024-12-05,
Influenceur Remplir,Lorraine-Chantal Bertrand,edith80@example.net,0649402823,Influenceur,France,Occitanie,48,Mende,boulevard Marie Pelletier,305.0,,,http://www.delattre.fr/,12622.0,https://gilles.net/,14185.0,,,https://lebon.org/,24283.0,,True,,True,,
Médiathèque Peser,Pauline Royer,alaincouturier@example.com,,Médiathèque,France,Nouvelle-Aquitaine,64,Pau,"3, avenue Bonneau",361.0,https://hoareau.com/,9885.0,https://www.adam.net/,3784.0,,,,,,,http://guibert.fr/,False,email,True,2025-01-18,
CSCS Avis,Roland Muller,rbrunel@example.com,0683170191,CSCS,France,Nouvelle-Aquitaine,16,Cognac,"88, rue Evrard",215.0,http://lelievre.org/,1526.0,,,http://lopes.fr/,4022.0,,,http://www.cohen.fr/,71832.0,https://peltier.org/,True,telephone,False,,
MJC Arrêter,Nicolas Da Silva Le Rémy,marthede-oliveira@example.org,0640728436,MJC,France,Bourgogne-Franche-Comté,89,Sens,,,https://www.boyer.fr/,1998.0,,,,,,,,,http://www.boulanger.com/,True,,False,2024-06-24,
CSCS Livre,,dumontanastasie@example.org,0732856203,CSCS,France,Auvergne-Rhône-Alpes,43,Le Puy-en-Velay,"84, boulevard Jacquot",,http://www.pottier.fr/,1487.0,,,,,http://coste.fr/,38360.0,,,,True,facebook,False,2025-07-03,Ouvert vingt matin.
MJC Arrêter,Pierre Bonnet,patricia52@example.com,0792333032,MJC,France,Bourgogne-Franche-Comté,39,Lons-le-Saunier,rue Guilbert,,https://cohen.fr/,2885.0,,,,,https://teixeira.org/,11055.0,http://www.lecoq.com/,25332.0,,False,,False,2024-02-20,Classe promener lever face barbe temps.
Bar à jeux Situation,,martindurand@example.org,0635368047,Bar à jeux,France,Bourgogne-Franche-Comté,21,Dijon,"95, rue de Peltier",,,,,,http://www.humbert.net/,21585.0,https://www.rocher.fr/,3344.0,https://de.com/,34071.0,https://alves.org/,False,,True,,
Influenceur Plaire,,luc96@example.com,0696063779,Influenceur,France,Bretagne,35,Fougères,"84, boulevard Thérèse Ribeiro",,,,https://weiss.com/,2699.0,,,https://bourdon.net/,35195.0,,,https://www.chretien.fr/,False,email,False,,
Éditeur Dès,Nathalie Laroche,nathalienguyen@example.com,0625749489,Éditeur,France,Grand Est,68,Colmar,boulevard Samson,464.0,http://legendre.com/,3059.0,https://www.pineau.org/,11152.0,https://www.roger.com/,14338.0,,,https://gay.com/,11680.0,http://www.bouchet.com/,True,facebook,False,2026-01-22,
Ludothèque Cinquante,,claudeparent@example.com,,Ludothèque,France,Grand Est,68,Colmar,"99, rue Simone Brun",444.0,,,,,http://giraud.com/,17339.0,,,,,https://www.perez.fr/,False,,True,,
CSCS Chaud,Luc Pages,mahelaetitia@example.com,0686243990,CSCS,France,Hauts-de-France,60,Beauvais,avenue Fontaine,173.0,https://www.perrot.com/,8871.0,,,http://ribeiro.com/,24950.0,,,http://grenier.fr/,16355.0,https://fernandez.fr/,True,,False,2025-10-11,
Asso JDR Chasser,William Clerc,hhuet@example.com,0734288979,Asso JDR,France,Bretagne,29,Quimper,"46, rue Mathieu",,https://bouchet.fr/,433.0,http://pineau.fr/,6310.0,http://www.barbier.com/,694.0,,,https://www.francois.org/,10079.0,https://www.besnard.com/,False,,True,2024-03-04,Passer seul être retomber écouter.
Médiathèque Suivre,,alix26@example.org,0629671304,Médiathèque,France,Centre-Val de Loire,18,Bourges,"171, rue Robert",484.0,https://www.gimenez.com/,155.0,,,http://breton.com/,8039.0,http://lesage.com/,3136.0,https://www.vidal.net/,76744.0,,False,,False,2025-11-28,
Asso JDR Signer,,lombardluc@example.net,0648252352,Asso JDR,France,Normandie,27,Louviers,"48, rue Margaux Berger",,,,,,https://jean.com/,12160.0,,,,,,False,facebook,True,2024-04-28,
Artisan Objet,Bernard Colin-Moreno,npetitjean@example.org,0726450768,Artisan,France,Normandie,61,Argentan,"52, rue Leroux",,https://leleu.com/,1688.0,http://www.rodriguez.com/,3761.0,,,,,https://www.grondin.org/,7831.0,https://www.boulay.com/,True,telephone,True,,
Influenceur Vision,,elisabethdupuy@example.net,0753278682,Influenceur,France,Hauts-de-France,59,Valenciennes,chemin Cordier,196.0,https://lemaire.com/,6171.0,,,http://roy.com/,23586.0,,,,,https://neveu.org/,False,email,False,,
Artisan Vide,Camille du Pinto,guillaume56@example.com,0601243273,Artisan,France,Île-de-France,77,Melun,,405.0,http://www.rossi.fr/,772.0,,,https://www.perret.com/,13192.0,https://leger.com/,30233.0,https://www.rousseau.com/,63967.0,https://www.brunel.com/,True,telephone,True,,
Médiathèque Comment,,lefevresylvie@example.org,0794920588,Médiathèque,France,Occitanie,32,Auch,,473.0,https://wagner.org/,2791.0,https://nicolas.com/,142.0,http://www.bourdon.net/,20569.0,https://durand.fr/,6318.0,http://roy.com/,60038.0,https://lucas.fr/,True,,False,2024-03-30,
Asso JDR Froid,Daniel Reynaud-Fournier,robert64@example.com,0600573665,Asso JDR,France,Île-de-France,77,Fontainebleau,"8, boulevard Regnier",445.0,,,http://dos.com/,3164.0,https://www.perret.com/,18998.0,http://weber.com/,2791.0,https://www.imbert.com/,71799.0,,False,email,True,2024-03-14,Maison grand militaire distinguer endroit naître demeurer.
Éditeur Calme,,eric83@example.com,,Éditeur,France,Pays de la Loire,49,Saumur,"20, rue de Pelletier",,,,,,http://leclercq.net/,29934.0,https://www.delorme.com/,22288.0,https://www.mahe.net/,12756.0,https://www.carre.com/,True,,False,2025-11-27,
Médiathèque Véritable,Aurélie Lemaire du Morel,corinnechevalier@example.org,0672678568,Médiathèque,France,Occitanie,81,Gaillac,rue Leclerc,,https://www.guibert.net/,6213.0,http://www.guibert.fr/,122.0,http://www.leroux.com/,26042.0,,,,,,True,,True,2025-03-29,
Éditeur Chemin,Noémi Carre,michaudroger@example.org,0746227497,Éditeur,France,Corse,2B,Bastia,,,https://moulin.fr/,2567.0,,,,,,,,,https://www.boutin.fr/,False,email,True,2025-06-01,
MJC Mort,Colette Durand,lucie15@example.org,,MJC,France,Bourgogne-Franche-Comté,25,Montbéliard,avenue Maillot,,http://besson.fr/,7062.0,http://www.hardy.fr/,11807.0,,,,,http://ferreira.fr/,59546.0,http://peltier.org/,True,,False,,
Influenceur Souffler,,philippine99@example.com,0638709821,Influenceur,France,Hauts-de-France,59,Valenciennes,"4, avenue Sabine Hernandez",136.0,http://www.lacombe.com/,5269.0,https://www.valette.fr/,13389.0,https://pasquier.fr/,24662.0,,,,,http://bodin.net/,False,,True,,Main mettre temps mer parole sauvage avis.
Éditeur Claire,Thomas Berthelot,frederique94@example.com,0720719592,Éditeur,France,Normandie,61,Alençon,"59, boulevard Weiss",,,,http://guyon.com/,5138.0,http://www.delaunay.com/,14024.0,,,https://lejeune.com/,10433.0,https://www.toussaint.com/,False,email,True,2024-05-01,Casser événement ensemble plante semblable hasard.
Boutique spécialisée Exemple,,poulainhenri@example.com,,Boutique spécialisée,France,Île-de-France,95,Argenteuil,"3, avenue de Duhamel",,https://martin.com/,8821.0,https://perez.com/,12031.0,https://ferreira.fr/,23074.0,,,,,http://www.fernandez.com/,False,,True,,
Ludothèque Grave,Renée Grégoire de la Ferreira,gaudinemmanuel@example.org,0654707129,Ludothèque,France,Centre-Val de Loire,28,Châteaudun,,,http://www.teixeira.com/,2967.0,http://www.rodriguez.fr/,13360.0,,,http://www.clerc.net/,29186.0,https://lucas.fr/,25558.0,http://www.perrier.com/,True,telephone,False,2024-11-15,
Médiathèque Retourner,Bertrand Rossi-Rossi,philippevallee@example.com,0766082276,Médiathèque,France,Grand Est,55,Bar-le-Duc,"91, boulevard Schmitt",94.0,,,,,https://www.bourdon.fr/,27974.0,https://www.descamps.net/,11245.0,,,http://daniel.com/,True,facebook,True,,Remplir fuir folie droite leur propre.
Artisan Exister,,morelisabelle@example.net,0793536808,Artisan,France,Hauts-de-France,62,Boulogne-sur-Mer,,,,,https://prevost.fr/,6426.0,https://www.joubert.net/,21952.0,http://lebon.org/,32945.0,,,http://thibault.fr/,False,,False,2024-11-28,
Éditeur Verre,Brigitte-Dominique Nicolas,colettepruvost@example.org,0688836830,Éditeur,France,Île-de-France,92,Boulogne-Billancourt,avenue Marchand,,https://riou.com/,1170.0,,,http://vallet.com/,28524.0,,,https://www.reynaud.net/,26784.0,,True,,False,2024-06-16,
Boutique spécialisée Grandir,Alix-Simone Michaud,etiennehubert@example.net,0658212456,Boutique spécialisée,France,Occitanie,82,Castelsarrasin,,,http://www.guilbert.fr/,4516.0,,,https://www.renard.fr/,16916.0,,,,,http://marty.fr/,True,facebook,False,2024-12-26,
Boutique spécialisée Commencer,Virginie Guillot de la Lebrun,aureliedelannoy@example.org,0701255598,Boutique spécialisée,France,Île-de-France,77,Melun,,,https://www.millet.net/,2055.0,,,https://www.philippe.org/,7726.0,,,http://www.guillot.org/,57209.0,http://www.martel.com/,False,email,True,2024-05-12,Trésor porte arrivée.
Artisan Art,Aimée Michel,julie23@example.com,0602478464,Artisan,France,Nouvelle-Aquitaine,19,Tulle,"468, boulevard Marine Allard",,,,,,http://nicolas.fr/,10435.0,,,,,,False,,False,,
Influenceur Ventre,,jperon@example.net,0606223431,Influenceur,France,Nouvelle-Aquitaine,19,Ussel,"32, boulevard Claude Clerc",346.0,,,,,https://www.meunier.fr/,15015.0,http://www.devaux.fr/,2470.0,https://www.blanchet.com/,46716.0,http://allain.net/,True,instagram,False,2026-01-04,
Bar à jeux Mer,Sébastien Leduc de Besson,lturpin@example.net,0615324623,Bar à jeux,France,Nouvelle-Aquitaine,19,Ussel,chemin Royer,412.0,,,,,http://daniel.com/,5488.0,http://www.joubert.org/,7564.0,,,https://pinto.net/,False,,True,,
Bar à jeux Je,,fpetit@example.net,0764234674,Bar à jeux,France,Normandie,61,Flers,"221, rue Bailly",143.0,https://www.bouchet.net/,114.0,http://girard.org/,8136.0,,,,,,,https://charrier.com/,False,facebook,False,,Écrire inquiétude immense or ruine note.
Bar à jeux Tel,Aimé Clerc,rcoulon@example.org,0670268024,Bar à jeux,France,Centre-Val de Loire,41,Romorantin-Lanthenay,"5, avenue de Philippe",471.0,,,,,http://morin.com/,20242.0,http://www.berthelot.fr/,5200.0,,,http://brunel.fr/,False,,True,,But chaleur élever magnifique vaincre répondre recevoir avoir.
Éditeur Ni,,alphonsecharrier@example.net,0797679577,Éditeur,France,Hauts-de-France,59,Lille,"18, rue Margaud Lévêque",,http://mahe.com/,285.0,https://www.bodin.org/,10413.0,,,,,https://chartier.fr/,54266.0,https://imbert.fr/,False,,False,,
Éditeur Fait,Vincent Rodriguez,audreypoulain@example.org,0744021666,Éditeur,France,Nouvelle-Aquitaine,40,Dax,"36, boulevard Le Roux",,https://peltier.fr/,448.0,http://www.navarro.fr/,9380.0,http://dupuis.fr/,1721.0,http://paul.fr/,33916.0,https://www.martel.com/,79443.0,https://costa.com/,True,email,False,2025-12-23,
Ludothèque Vue,,,0708779496,Ludothèque,France,Auvergne-Rhône-Alpes,42,Saint-Étienne,"16, rue Maryse Lecomte",436.0,http://hubert.fr/,2672.0,http://lebrun.org/,14828.0,http://www.denis.fr/,18532.0,http://becker.com/,36579.0,http://www.hardy.org/,51997.0,https://www.dumas.com/,True,telephone,True,2025-08-19,Dès dix comprendre.
Ludothèque Pur,Geneviève Imbert,robert30@example.net,0712735755,Ludothèque,France,Bourgogne-Franche-Comté,89,Avallon,"45, rue Rivière",,http://www.lefort.fr/,8324.0,,,http://vaillant.net/,2368.0,,,http://www.morel.com/,35261.0,http://www.lejeune.net/,True,email,False,,
Éditeur Ci,Yves du Seguin,ymerle@example.net,0789010073,Éditeur,France,Auvergne-Rhône-Alpes,01,Bellegarde-sur-Valserine,"44, boulevard Moulin",377.0,https://www.thibault.com/,5209.0,,,https://samson.com/,357.0,,,,,https://www.adam.fr/,True,facebook,True,2024-03-14,
MJC Faible,Patrick Payet,bernadettemartel@example.com,0662571476,MJC,France,Bourgogne-Franche-Comté,21,Beaune,rue Gilbert,466.0,,,http://www.girard.net/,1062.0,http://menard.com/,22096.0,http://barbier.fr/,46686.0,,,,False,,True,,
Médiathèque Exister,Susanne du Germain,tristanrossi@example.org,0747503148,Médiathèque,France,Auvergne-Rhône-Alpes,01,Bellegarde-sur-Valserine,"66, avenue Thomas Ferrand",,http://www.nicolas.fr/,3276.0,https://www.colin.com/,3435.0,http://alves.fr/,21632.0,,,http://www.lemaitre.fr/,75269.0,https://joseph.fr/,False,facebook,False,,Fenêtre échapper vision voici conduire silencieux clair trembler.
Artisan Appartenir,Pierre Parent Le Bruneau,honoreprevost@example.net,0678536776,Artisan,France,Provence-Alpes-Côte d'Azur,83,Hyères,,412.0,https://lecoq.fr/,3583.0,,,,,,,http://www.clerc.fr/,32774.0,https://www.merle.net/,False,instagram,True,,
CSCS Briller,,ptoussaint@example.com,0743752248,CSCS,France,Bretagne,56,Pontivy,"196, rue André Salmon",118.0,http://www.berger.fr/,1768.0,,,https://www.marie.com/,8155.0,,,https://legrand.com/,37857.0,https://www.baudry.fr/,True,,True,,
Asso JDR Plaine,,lelievreveronique@example.com,0780896186,Asso JDR,France,Île-de-France,91,Massy,"7, chemin de Lévy",,https://www.becker.com/,1150.0,http://le.net/,13449.0,http://paris.com/,10717.0,,,http://barthelemy.net/,888.0,https://lelievre.fr/,True,,True,,
CSCS Espérer,,noemimendes@example.org,0736839986,CSCS,France,Auvergne-Rhône-Alpes,26,Montélimar,"454, avenue de Fournier",,http://www.barbe.com/,6273.0,http://www.perret.fr/,11348.0,http://www.coulon.fr/,15772.0,,,,,https://rodriguez.com/,False,,True,2024-12-30,
Ludothèque Prochain,Augustin Hervé,ocoste@example.org,0770840999,Ludothèque,France,Provence-Alpes-Côte d'Azur,13,Aix-en-Provence,"1, rue de Costa",310.0,https://www.poulain.com/,1706.0,https://www.antoine.com/,8917.0,https://le.com/,8030.0,http://launay.fr/,8420.0,,,,False,facebook,False,,Valeur jusque complètement précipiter dépasser portier.
MJC Vouloir,,laurence98@example.net,0729465632,MJC,France,Hauts-de-France,80,Abbeville,,,http://guichard.net/,5586.0,,,http://morin.fr/,7366.0,http://www.lucas.net/,25890.0,,,https://www.bertin.com/,True,telephone,True,2024-12-17,
Éditeur Vin,Dominique de Faivre,gerarddaniel@example.com,,Éditeur,France,Pays de la Loire,44,Nantes,,209.0,http://www.jacquet.com/,7855.0,,,https://www.dias.com/,22459.0,,,,,https://leleu.fr/,False,email,True,2025-01-24,Meilleur froid dehors tendre.
Médiathèque Prière,Adèle Maury,valetteeleonore@example.com,0757830170,Médiathèque,France,Normandie,76,Rouen,,,http://www.gaudin.com/,9718.0,https://www.lelievre.org/,10942.0,,,,,,,https://boyer.fr/,True,,True,2024-10-21,
CSCS Minute,Alain-Patrick Martin,clemenceguillot@example.org,0689667805,CSCS,France,Auvergne-Rhône-Alpes,01,Bourg-en-Bresse,"27, chemin Christelle Menard",224.0,http://www.hardy.com/,9785.0,,,http://munoz.com/,9861.0,,,,,http://bernard.fr/,False,,True,,
Boutique spécialisée Mensonge,Hélène Pineau,gmartel@example.net,0755577588,Boutique spécialisée,France,Bourgogne-Franche-Comté,90,Danjoutin,"66, avenue Couturier",293.0,https://jacquet.com/,6068.0,http://www.chauvet.com/,11072.0,http://www.launay.fr/,16798.0,,,,,https://laurent.net/,False,telephone,False,2025-01-05,
Artisan Beau,Claire Klein du Delahaye,qallain@example.net,0684695721,Artisan,France,Île-de-France,78,Versailles,boulevard Jérôme Perez,,http://gilles.fr/,5658.0,http://muller.fr/,12172.0,http://www.teixeira.org/,9101.0,,,,,http://www.roche.net/,True,telephone,False,,
Éditeur Pourquoi,,ldevaux@example.org,0632728708,Éditeur,France,Occitanie,09,Foix,"278, chemin Gonzalez",61.0,http://www.lebreton.com/,8744.0,http://www.vidal.com/,1724.0,http://www.marchal.net/,19904.0,,,,,https://godard.fr/,True,email,False,,Là donc tout gagner voile présent voilà.
Éditeur Par,,antoine98@example.com,0694397681,Éditeur,France,Nouvelle-Aquitaine,86,Châtellerault,"545, chemin Gérard Masson",,http://menard.com/,1639.0,http://www.gosselin.fr/,10666.0,https://www.roche.com/,18930.0,,,,,,True,,True,2024-06-07,
CSCS Or,,zachariepeltier@example.org,,CSCS,France,Auvergne-Rhône-Alpes,03,Montluçon,"13, rue Rodrigues",,,,,,https://imbert.fr/,23870.0,,,,,https://guillet.com/,True,,True,,Meilleur aimer plan amour.
Asso JDR Dessiner,,jeanhonore@example.net,0738251146,Asso JDR,France,Nouvelle-Aquitaine,47,Villeneuve-sur-Lot,,,,,,,http://pasquier.com/,29653.0,,,,,,True,email,True,,
Artisan Tout,,de-sousaelise@example.org,0784550368,Artisan,France,Pays de la Loire,85,Fontenay-le-Comte,"9, rue Josette Girard",261.0,https://www.bigot.fr/,3036.0,,,,,,,,,http://www.bernard.com/,False,telephone,True,,Car porter véritable eh roman manier départ sou.
Boutique spécialisée Magnifique,Célina-Aimée Pinto,isaacdumas@example.net,0674732043,Boutique spécialisée,France,Nouvelle-Aquitaine,79,Parthenay,,,,,,,http://www.begue.com/,21747.0,https://sanchez.org/,40574.0,,,https://www.hernandez.org/,False,instagram,True,2024-04-14,
CSCS Prochain,Bertrand Mendès,theodore68@example.net,0677141910,CSCS,France,Pays de la Loire,85,Les Sables-d’Olonne,"1, rue Riou",,,,https://bourgeois.org/,210.0,https://www.renault.fr/,16931.0,,,,,https://chauvin.fr/,False,telephone,True,2024-05-10,Femme remarquer robe remplir vraiment.
Médiathèque Créer,Sébastien Denis du Garnier,,0635302671,Médiathèque,France,Centre-Val de Loire,41,Romorantin-Lanthenay,,,,,https://www.coste.com/,10774.0,,,,,http://www.dupre.fr/,896.0,https://www.pons.fr/,True,instagram,True,2025-03-09,
Artisan Sac,David Pons,martinegilbert@example.net,0727077248,Artisan,France,Bourgogne-Franche-Comté,90,Belfort,avenue de Peltier,,,,,,http://simon.com/,11604.0,,,,,http://lemonnier.com/,True,,False,,Vif jaune suite rêve nous.
Asso JDR Marché,,emilie12@example.org,0621918803,Asso JDR,France,Île-de-France,78,Saint-Germain-en-Laye,"945, rue Ferrand",405.0,https://dos.net/,9301.0,http://www.pascal.com/,3271.0,http://www.mendes.fr/,4506.0,,,,,http://simon.com/,False,facebook,False,,
Éditeur Tache,Élise Mallet,alexfernandes@example.com,0681949279,Éditeur,France,Hauts-de-France,60,Senlis,boulevard de Langlois,,https://www.hoareau.fr/,7390.0,,,http://www.pichon.com/,14314.0,,,,,https://www.benard.fr/,False,,True,,Pays parent ce tout.
Bar à jeux Puissant,,clemence62@example.com,0722149003,Bar à jeux,France,Bourgogne-Franche-Comté,25,Montbéliard,"20, boulevard Sébastien Martin",,https://www.weiss.fr/,5018.0,http://www.blin.com/,8947.0,https://diaz.net/,9353.0,http://leveque.com/,1799.0,,,http://www.texier.fr/,False,facebook,False,2024-12-13,
Artisan Chaîne,Margaret de la Guillaume,xbenoit@example.org,,Artisan,France,Provence-Alpes-Côte d'Azur,06,Antibes,,,https://lebrun.com/,4661.0,https://schneider.com/,9831.0,,,http://www.godard.fr/,46707.0,,,,True,,True,,Paysan devant oncle profond arrière.
Artisan Oreille,,gillesde-oliveira@example.org,0685518590,Artisan,France,Provence-Alpes-Côte d'Azur,13,Marseille,"6, rue Riou",262.0,,,https://www.ferrand.com/,4153.0,https://fontaine.net/,10829.0,,,,,,False,email,False,2026-01-17,
Bar à jeux Vie,Philippine Brunel,lucy72@example.org,0738638541,Bar à jeux,France,Auvergne-Rhône-Alpes,15,Saint-Flour,boulevard Léon Lesage,387.0,,,http://www.roger.com/,7432.0,,,,,,,http://guillot.net/,False,,True,2026-01-05,
Bar à jeux Malade,Jeanne Ferreira,bjoseph@example.net,0709505379,Bar à jeux,France,Nouvelle-Aquitaine,64,Bayonne,"2, avenue Roland Rodriguez",,https://pons.com/,9591.0,,,https://www.fleury.fr/,26998.0,,,https://besson.fr/,61758.0,,True,email,True,,
Éditeur Beau,,ndupont@example.com,0664334775,Éditeur,France,Bretagne,35,Fougères,"387, rue de Fleury",,http://www.auger.com/,2415.0,https://www.bertin.net/,8762.0,http://dubois.com/,5916.0,http://antoine.com/,16907.0,,,http://dupuy.fr/,True,email,False,2024-02-22,Tranquille juste vieil pourquoi éclairer mort prince.
Éditeur Visite,,lecomtevalerie@example.org,0698747637,Éditeur,France,Auvergne-Rhône-Alpes,42,Montbrison,"89, rue Alexandria Costa",,http://www.bourdon.org/,8896.0,,,,,,,,,https://www.schmitt.com/,False,facebook,True,2025-04-30,Fumée employer planche prochain horizon parvenir porte.
Asso JDR Choix,,remymartin@example.com,0742602117,Asso JDR,France,Nouvelle-Aquitaine,17,St Jean d'Angely,"972, rue Lefebvre",324.0,https://www.pages.com/,6344.0,,,https://www.de.com/,25671.0,,,https://www.boulay.fr/,58219.0,http://www.weiss.org/,True,facebook,False,,Croix mer réponse anglais ouvrage anglais nord.
Boutique spécialisée Haut,,virginievalentin@example.com,0782917814,Boutique spécialisée,France,Île-de-France,93,Aubervilliers,"70, rue Colin",285.0,http://www.faure.net/,5030.0,http://alves.fr/,13791.0,,,http://berger.com/,4590.0,,,http://guillaume.fr/,True,email,True,2024-03-25,Avec enfant bord ensuite fumée sous.
Influenceur Courage,Augustin Roussel,rioujosette@example.org,0726454404,Influenceur,France,Auvergne-Rhône-Alpes,73,Aix-les-Bains,"37, rue de Costa",437.0,http://www.faivre.com/,1279.0,https://www.normand.com/,7574.0,http://rossi.com/,21348.0,,,https://www.neveu.com/,63257.0,http://faure.fr/,True,instagram,True,,Conduire asseoir comprendre malheur passé journal toile.
MJC Aventure,Célina Gilles,thereseboyer@example.com,0792492292,MJC,France,Nouvelle-Aquitaine,17,St Jean d'Angely,"4, chemin Clément",,http://royer.net/,6399.0,https://baudry.fr/,3213.0,https://didier.fr/,6444.0,,,,,https://renault.com/,False,instagram,True,,
Médiathèque Échapper,Henri de la Baron,thierry36@example.net,0740516161,Médiathèque,France,Auvergne-Rhône-Alpes,73,Chambéry,,448.0,https://legrand.fr/,9969.0,,,http://thibault.net/,11076.0,https://dos.net/,4450.0,http://guillou.com/,63768.0,https://etienne.fr/,False,telephone,True,,
