nom_structure,nom_contact,email,telephone,type_prospect,pays,region,departement,ville,adresse,nb_aderents,facebook,facebook_followers,x,x_followers,instagram,instagram_followers,youtube,youtube_followers,tictok,tictok_followers,sit_web,statut,accepte_contact,methode_contact,contacte,date_dernier_contact,commentaires
Influenceur Général,Agathe Hamon,roger43@example.net,0703303939,Influenceur,France,Normandie,14,Bayeux,"54, avenue de Hamon",,http://charpentier.com/,1667.0,http://paul.net/,13621.0,http://www.gonzalez.com/,394.0,,,,,https://www.boulanger.com/,Prospect,True,facebook,True,2025-05-16,Mariage solitude droite voix rêver mur face.
Artisan Ensuite,Mathilde Barthelemy-Maury,valentine91@example.com,0727134735,Artisan,France,Pays de la Loire,53,Château-Gontier,avenue de Chartier,111.0,http://www.louis.org/,1827.0,,,http://www.lebrun.com/,1624.0,https://pierre.net/,49284.0,,,https://besson.com/,Prospect,False,facebook,False,2025-08-21,Claire promener musique docteur voisin défendre.
Bar à jeux Terrible,François Olivier,philippe91@example.org,0616060880,Bar à jeux,France,Occitanie,30,Nîmes,"811, avenue Adélaïde Gallet",,http://bonneau.com/,1963.0,http://guillet.org/,14218.0,https://benoit.com/,13033.0,,,,,https://www.briand.org/,Prospect,False,email,True,,
Médiathèque Te,Marc Guilbert,aimee32@example.org,0701384137,Médiathèque,France,Centre-Val de Loire,41,Blois,"42, rue de Auger",,https://www.barbier.com/,1696.0,https://roy.com/,14188.0,,,,,https://www.louis.fr/,19233.0,https://www.renaud.org/,Intéressé,False,instagram,False,,Feuille non frapper fête.
Ludothèque Preuve,Martine Potier,jacquesantoine@example.com,0766997804,Ludothèque,France,Bretagne,35,Saint-Malo,,93.0,,,,,https://daniel.org/,8051.0,http://delattre.fr/,24565.0,,,,Prospect,False,email,False,2025-08-06,Cacher libre puissance inspirer naturel renverser froid.
Médiathèque Air,Guy Pages-Gomes,richardschneider@example.net,0713634651,Médiathèque,France,Bretagne,35,Fougères,"11, rue Pruvost",,https://www.renault.fr/,2143.0,,,http://www.payet.com/,6438.0,https://www.petitjean.com/,33516.0,,,,Prospect,True,,True,,Auprès marché sens oeuvre été.
MJC Vaincre,Amélie du Paul,christine58@example.net,0661185818,MJC,France,Grand Est,57,Metz,"72, boulevard de Royer",229.0,http://michaud.com/,3716.0,,,https://laporte.net/,6243.0,https://lacombe.fr/,44363.0,,,http://ferrand.com/,Prospect,False,instagram,False,2025-07-20,
CSCS Bonheur,,joseph99@example.org,0657554985,CSCS,France,Auvergne-Rhône-Alpes,03,Vichy,"5, boulevard de Boyer",,,,http://guillet.net/,708.0,http://www.riou.fr/,10632.0,,,http://thomas.net/,60952.0,http://www.gerard.com/,Contacté,False,instagram,True,2024-03-15,
Bar à jeux Jusque,,celinemaillard@example.net,0645699012,Bar à jeux,France,Bourgogne-Franche-Comté,25,Montbéliard,"99, rue Andrée Blanc",,http://fleury.com/,7203.0,http://www.guerin.com/,833.0,https://foucher.fr/,5064.0,,,https://www.menard.fr/,51106.0,https://lejeune.net/,Prospect,True,,False,2025-03-30,Promener content ajouter pencher l'une.
Bar à jeux Façon,Gilbert Chartier,mdaniel@example.com,0760533182,Bar à jeux,France,Provence-Alpes-Côte d'Azur,05,Gap,"384, avenue Patricia Chrétien",,http://mathieu.net/,878.0,,,https://royer.com/,17293.0,,,http://www.chauvin.fr/,51211.0,http://bertrand.com/,Contacté,True,telephone,False,,
Artisan Nature,Pierre Huet du Buisson,edouard08@example.com,0614003319,Artisan,France,Provence-Alpes-Côte d'Azur,05,Briançon,"86, rue Emmanuelle Toussaint",420.0,https://le.fr/,5613.0,,,,,,,,,http://berger.fr/,Contacté,False,,True,2025-10-23,Présenter leur autrefois certainement.
CSCS Tendre,Thérèse Leleu,udelahaye@example.net,0661170402,CSCS,France,Bourgogne-Franche-Comté,90,Valdoie,"94, boulevard Yves Navarro",,http://www.marques.fr/,768.0,https://www.techer.net/,1732.0,,,https://de.com/,17307.0,https://blanchet.fr/,73861.0,,Contacté,False,instagram,False,2024-03-08,Odeur côte nul importer chose heure.
Boutique spécialisée Rouge,Guy Garcia-Giraud,sriviere@example.org,0714856558,Boutique spécialisée,France,Grand Est,08,Rethel,"430, avenue Zoé Maillot",,http://www.pascal.org/,4527.0,https://techer.com/,8058.0,https://moreau.com/,10480.0,http://www.lopes.fr/,42570.0,,,https://www.jacquet.com/,Prospect,True,email,False,2024-06-21,
Artisan Entrer,Augustin Lebreton,suzannebouchet@example.org,0753679854,Artisan,France,Nouvelle-Aquitaine,23,La Souterraine,"35, boulevard Brunet",311.0,http://www.samson.org/,1571.0,,,https://www.voisin.fr/,22056.0,,,,,https://www.simon.com/,Prospect,False,,True,,
CSCS Travail,Christelle Guilbert,daniellegarcia@example.net,0728362791,CSCS,France,Hauts-de-France,02,Saint-Quentin,,359.0,,,http://lelievre.com/,8438.0,https://www.da.com/,9003.0,http://valentin.com/,10863.0,http://www.leduc.fr/,45781.0,https://poulain.com/,Contacté,True,,False,2024-08-31,
Influenceur Terrain,René de la Delattre,margot62@example.net,,Influenceur,France,Grand Est,88,Épinal,,404.0,http://georges.fr/,6406.0,,,,,,,,,,Intéressé,True,,False,,Partie prêter bande toujours depuis connaître.
CSCS Cinquante,,,0788170301,CSCS,France,Grand Est,10,Bar-sur-Aube,,107.0,http://martineau.fr/,2686.0,,,http://dijoux.fr/,1348.0,https://picard.com/,25266.0,,,https://vallet.fr/,Contacté,True,telephone,False,2025-09-23,
Influenceur Foi,,marquesalphonse@example.com,0627135891,Influenceur,France,Normandie,50,Avranches,chemin de Bernier,228.0,http://merle.com/,4570.0,,,http://lecomte.com/,13436.0,,,http://texier.com/,71429.0,https://boyer.fr/,Contacté,True,,True,2025-03-14,
Influenceur Renverser,Richard Louis,fpotier@example.org,0716496052,Influenceur,France,Grand Est,57,Forbach,"10, chemin de Chauvin",265.0,https://neveu.net/,2533.0,,,,,,,https://bodin.com/,54310.0,https://www.perrot.com/,Prospect,True,instagram,True,,
Boutique spécialisée Dieu,Rémy Letellier de Normand,edouard59@example.com,0668984654,Boutique spécialisée,France,Pays de la Loire,44,Nantes,"43, rue Patrick Barbe",487.0,https://www.duhamel.net/,9833.0,http://www.dos.fr/,268.0,,,http://deschamps.com/,15407.0,,,,Prospect,False,,False,,
MJC Charger,,renardmartine@example.net,0773761444,MJC,France,Auvergne-Rhône-Alpes,43,Brioude,"367, chemin de Peron",143.0,,,https://maillet.com/,11531.0,,,,,,,https://www.bousquet.fr/,Intéressé,True,,True,2024-06-01,
Ludothèque Dans,,flaine@example.com,0605097247,Ludothèque,France,Nouvelle-Aquitaine,33,Libourne,"565, rue Blanchet",,https://alves.fr/,7029.0,,,,,,,,,http://www.regnier.fr/,Contacté,False,facebook,True,2024-05-21,
Éditeur Ça,,stephanie71@example.org,0777529607,Éditeur,France,Pays de la Loire,72,La Flèche,,305.0,,,https://henry.fr/,7481.0,,,,,http://www.lemonnier.net/,65027.0,http://david.fr/,Intéressé,True,telephone,True,2025-08-19,
Bar à jeux Français,Augustin Leroux,lefebvrejacqueline@example.net,,Bar à jeux,France,Nouvelle-Aquitaine,19,Tulle,"53, chemin de Buisson",,,,,,,,,,https://teixeira.net/,18018.0,https://faure.fr/,Contacté,False,,True,,
Médiathèque Selon,,lucas21@example.org,0704899328,Médiathèque,France,Provence-Alpes-Côte d'Azur,05,Briançon,"9, boulevard Dupuis",,https://www.vincent.com/,8771.0,,,https://rodriguez.fr/,25344.0,,,http://www.bourgeois.fr/,30452.0,,Contacté,True,,False,,
Éditeur Public,Gérard-Sébastien Ledoux,victor06@example.net,0625362800,Éditeur,France,Île-de-France,91,Palaiseau,"157, avenue Geneviève Bousquet",245.0,https://lecoq.org/,4410.0,http://www.mahe.net/,8776.0,,,,,http://de.net/,8112.0,http://www.delmas.com/,Prospect,False,,True,,
Bar à jeux Tâche,Adrien Jean,bernadettebertin@example.org,0625633575,Bar à jeux,France,Occitanie,82,Moissac,rue Manon Traore,,,,http://www.brunet.com/,8450.0,http://www.petit.org/,25711.0,,,,,http://www.bigot.net/,Intéressé,True,,False,2024-03-25,
Asso JDR Semblable,Yves Bazin,maggielefevre@example.org,0626311674,Asso JDR,France,Occitanie,48,Florac,"201, chemin Collet",120.0,https://lelievre.com/,9436.0,http://fouquet.com/,4221.0,,,https://bailly.fr/,42991.0,,,http://www.guyon.org/,Contacté,False,,False,2024-07-17,
Médiathèque Mal,,fernandesolivie@example.com,0607026572,Médiathèque,France,Occitanie,12,Villefranche-de-Rouergue,,439.0,https://www.cohen.fr/,7997.0,https://ramos.fr/,14982.0,https://www.guillot.net/,6730.0,,,,,,Contacté,True,,True,,
Boutique spécialisée Chemise,Diane Marion,blondelarnaude@example.org,0703747078,Boutique spécialisée,France,Pays de la Loire,72,Le Mans,"96, boulevard Frédérique Valette",317.0,https://www.normand.fr/,7505.0,http://www.gautier.fr/,9409.0,https://www.huet.fr/,14482.0,,,http://le.com/,79107.0,https://www.gilles.com/,Contacté,True,facebook,False,,
Influenceur Accent,,manonchauvin@example.org,0776516996,Influenceur,France,Centre-Val de Loire,18,Saint-Amand-Montrond,"57, chemin de Durand",148.0,,,http://www.gaudin.net/,3346.0,,,,,https://www.lebreton.fr/,34908.0,http://www.gomes.fr/,Prospect,True,telephone,False,,Prendre perdre inutile échapper nourrir avancer larme.
Éditeur Toile,Gérard Lebon,paulsauvage@example.com,0683882895,Éditeur,France,Occitanie,09,Foix,"219, rue Marcelle Lacroix",168.0,https://riviere.com/,5130.0,,,https://www.mace.com/,20215.0,,,,,https://www.hoareau.fr/,Intéressé,False,,False,,
Bar à jeux Autant,Dominique de la Guillot,maggiehamel@example.net,0643598779,Bar à jeux,France,Corse,2B,Bastia,"8, chemin Zacharie Fernandez",213.0,https://www.remy.com/,7557.0,,,http://costa.fr/,2871.0,https://renaud.org/,18862.0,http://moreno.com/,2220.0,,Intéressé,True,,True,2024-11-17,
Médiathèque Tempête,Vincent de la Boucher,jeanbourgeois@example.com,0722083323,Médiathèque,France,Hauts-de-France,62,Arras,avenue Élisabeth Bègue,,https://delmas.net/,7462.0,https://www.bonnet.fr/,8915.0,https://www.nguyen.fr/,2230.0,,,,,https://petitjean.fr/,Prospect,True,email,False,,
CSCS Route,Patrick-Joseph Delaunay,aimee15@example.org,,CSCS,France,Auvergne-Rhône-Alpes,38,Bourgoin-Jallieu,"17, avenue Pottier",367.0,http://www.joly.fr/,1386.0,https://mathieu.fr/,367.0,,,,,,,http://adam.fr/,Contacté,False,,True,2025-01-04,
Influenceur Trouver,Julie Lemaire,brigittebaron@example.org,0725433347,Influenceur,France,Nouvelle-Aquitaine,23,La Souterraine,,,http://laurent.net/,3427.0,https://royer.fr/,10251.0,http://labbe.fr/,24038.0,,,,,https://david.com/,Prospect,True,,False,2025-07-07,Brûler beau révolution connaître mettre.
Asso JDR Lueur,Maurice Léger,andreemuller@example.org,0724991021,Asso JDR,France,Provence-Alpes-Côte d'Azur,05,Gap,rue Lucas,199.0,https://faivre.com/,5443.0,,,http://www.vidal.com/,26855.0,http://lucas.fr/,39585.0,,,http://www.blanchard.fr/,Contacté,False,instagram,True,2025-12-03,
Artisan Détail,Anastasie Guibert,sabine83@example.com,0632381045,Artisan,France,Bourgogne-Franche-Comté,25,Pontarlier,"542, boulevard de Blot",,,,http://lejeune.fr/,9285.0,https://caron.fr/,1977.0,http://marion.com/,37848.0,,,https://guillot.fr/,Intéressé,False,facebook,False,2025-09-19,
Boutique spécialisée Article,Andrée Lefebvre,richardelise@example.org,0781284972,Boutique spécialisée,France,Nouvelle-Aquitaine,19,Brive-la-Gaillarde,"377, boulevard Berger",361.0,https://www.paris.com/,6264.0,,,,,,,,,https://bouvet.fr/,Contacté,False,instagram,False,2025-07-08,
MJC Revoir,Emmanuelle Renaud,antoinebertin@example.com,0783828782,MJC,France,Normandie,14,Caen,"305, chemin Dupuy",264.0,http://www.dos.fr/,1332.0,,,http://www.mallet.org/,20614.0,http://www.marie.com/,7383.0,,,,Intéressé,True,,False,2024-03-10,
MJC Réussir,,julienmoreau@example.org,0653760113,MJC,France,Grand Est,54,Lunéville,"14, chemin Richard Étienne",,http://chauvin.fr/,5094.0,,,https://fontaine.fr/,25861.0,,,https://www.paris.fr/,43276.0,https://bertin.com/,Contacté,False,,True,2025-11-13,
Boutique spécialisée Défaut,Franck Lenoir,alex44@example.com,0712065335,Boutique spécialisée,France,Île-de-France,95,Argenteuil,"34, rue de Jacquet",393.0,https://www.ferrand.fr/,9382.0,,,https://bertrand.fr/,5644.0,,,http://www.masse.com/,68104.0,https://www.carpentier.fr/,Prospect,True,telephone,True,2025-05-15,
Ludothèque Sac,Hugues Gonzalez,henriette95@example.org,0761560926,Ludothèque,France,Bourgogne-Franche-Comté,90,Valdoie,,,http://www.besnard.fr/,6830.0,https://brunel.com/,7028.0,https://www.ruiz.fr/,1923.0,,,,,,Contacté,True,,True,,
Bar à jeux Premier,Grégoire Mace,uchauvet@example.com,0755751599,Bar à jeux,France,Centre-Val de Loire,28,Chartres,,,http://www.launay.fr/,2049.0,https://millet.com/,5524.0,https://joubert.fr/,23753.0,,,https://www.bazin.fr/,37788.0,https://www.parent.net/,Prospect,False,telephone,False,2025-12-24,
CSCS Poitrine,,raynaudgregoire@example.org,0669519570,CSCS,France,Centre-Val de Loire,36,Issoudun,"63, chemin de Lopez",442.0,http://www.blot.fr/,4327.0,http://www.ferreira.fr/,7660.0,https://www.dos.com/,25456.0,,,,,https://rocher.com/,Intéressé,True,telephone,True,2024-05-22,Ce particulier pouvoir.
Éditeur Fatiguer,Laurence-Chantal Georges,baillyelise@example.net,0690927360,Éditeur,France,Auvergne-Rhône-Alpes,38,Bourgoin-Jallieu,"32, chemin Jules Barthelemy",226.0,https://klein.fr/,361.0,https://www.didier.com/,3621.0,http://www.lambert.fr/,15080.0,,,,,,Intéressé,False,,True,,Double triste habitant moyen produire.
Bar à jeux Habiter,,davidimbert@example.com,,Bar à jeux,France,Provence-Alpes-Côte d'Azur,83,Draguignan,,53.0,https://www.mary.net/,9281.0,,,,,https://www.dubois.com/,47497.0,,,https://garcia.fr/,Intéressé,True,instagram,False,,
MJC Taire,,wparent@example.org,0673859010,MJC,France,Auvergne-Rhône-Alpes,43,Brioude,chemin Marion,,http://www.poulain.fr/,2670.0,http://www.francois.com/,14437.0,https://gautier.fr/,23630.0,,,,,http://www.bonneau.com/,Contacté,False,,True,,
MJC Faveur,,dgay@example.net,0768808191,MJC,France,Provence-Alpes-Côte d'Azur,13,Arles,"33, boulevard Alexandria Marion",,http://letellier.fr/,3807.0,https://www.gimenez.fr/,6971.0,,,https://hubert.fr/,6114.0,,,https://lelievre.fr/,Prospect,True,facebook,True,,Oeil fait maison soumettre.
Médiathèque Bord,,leclercqdenis@example.com,0732181994,Médiathèque,France,Corse,2A,Sartène,"79, rue Noémi Leroy",277.0,https://fabre.net/,6848.0,,,https://guillaume.com/,27624.0,https://lenoir.fr/,25114.0,http://www.dubois.com/,16169.0,http://www.perrin.org/,Prospect,True,facebook,True,,
MJC Leur,,colinastrid@example.com,0643112663,MJC,France,Auvergne-Rhône-Alpes,43,Yssingeaux,rue Brigitte Besnard,292.0,,,,,,,,,,,,Intéressé,False,email,False,,
Asso JDR Campagne,,jrichard@example.org,0768560061,Asso JDR,France,Centre-Val de Loire,45,Orléans,"68, chemin de Martinez",,,,,,https://leleu.com/,11021.0,,,https://www.normand.org/,49234.0,,Intéressé,True,instagram,True,,
Artisan Voiture,René de la Teixeira,juliette64@example.net,0705927397,Artisan,France,Bretagne,29,Quimper,,422.0,,,https://www.gautier.net/,10379.0,http://www.aubert.fr/,20376.0,,,http://faure.com/,56862.0,https://riou.org/,Intéressé,True,,False,,Haut expression livre porte.
Asso JDR Grâce,Yves Chartier,martin88@example.com,0748383581,Asso JDR,France,Grand Est,54,Lunéville,"551, rue Amélie Valette",,,,,,http://www.boutin.com/,7976.0,https://www.rey.com/,34704.0,http://www.marty.com/,55751.0,https://valette.com/,Contacté,True,facebook,False,,
Ludothèque Échapper,,renee78@example.net,0651084010,Ludothèque,France,Nouvelle-Aquitaine,86,Poitiers,"88, avenue de Rodriguez",,https://www.durand.fr/,2038.0,,,https://sanchez.fr/,6141.0,,,http://www.lebon.net/,12861.0,http://berger.fr/,Intéressé,False,,True,2025-06-20,
Médiathèque Ennemi,Rémy Marty Le Guyot,elisabeth50@example.com,0758677342,Médiathèque,France,Centre-Val de Loire,37,Loches,"49, rue Thibault",,,,https://techer.com/,11610.0,http://normand.com/,11199.0,http://www.gilles.com/,47458.0,http://didier.fr/,56757.0,,Prospect,False,,True,,Mêler reculer couleur reposer bête réunir.
Influenceur Produire,,bertrandmeyer@example.net,0736791677,Influenceur,France,Nouvelle-Aquitaine,33,Mérignac,"68, avenue Danielle Mace",,https://www.noel.com/,4494.0,,,,,,,,,,Contacté,True,facebook,True,,
CSCS Te,,giraudnathalie@example.net,0738745099,CSCS,France,Corse,2A,Sartène,,311.0,https://www.laurent.com/,1059.0,https://hamel.org/,10454.0,https://www.simon.com/,18572.0,https://www.loiseau.org/,32014.0,http://roux.com/,55683.0,,Intéressé,True,telephone,False,2024-09-04,
CSCS Cesser,Agnès Lacroix Le Laurent,hrobert@example.com,0762728891,CSCS,France,Bourgogne-Franche-Comté,71,Chalon-sur-Saône,"6, rue de Alves",,https://chretien.fr/,8949.0,,,http://charrier.net/,29474.0,,,http://rey.net/,16915.0,http://www.coste.com/,Prospect,True,email,True,,
Asso JDR User,,louisebecker@example.org,0765972015,Asso JDR,France,Grand Est,88,Saint-Dié-des-Vosges,rue de Brun,247.0,,,https://www.mahe.com/,4330.0,http://dumont.fr/,28518.0,,,https://www.ferrand.fr/,41411.0,,Prospect,False,email,False,,
Ludothèque Ensemble,Geneviève Carlier Le Henry,thibautbesson@example.com,0709893152,Ludothèque,France,Normandie,50,Cherbourg-en-Cotentin,,100.0,,,https://ledoux.org/,11608.0,https://www.fabre.fr/,28532.0,https://chauvet.fr/,35925.0,,,,Contacté,True,,True,,
Artisan Inviter,Alexandria Carlier,leblancoceane@example.net,0639622645,Artisan,France,Nouvelle-Aquitaine,47,Marmande,boulevard Diallo,401.0,,,http://www.olivier.com/,3690.0,,,http://www.noel.com/,25070.0,http://www.dufour.net/,2946.0,http://www.mary.fr/,Contacté,True,instagram,False,2024-03-23,
Médiathèque Époque,Luc Gomez,jacquelinenoel@example.net,,Médiathèque,France,Île-de-France,92,Nanterre,"71, rue Vincent Boyer",433.0,http://durand.org/,9526.0,https://www.begue.fr/,13298.0,https://bourdon.fr/,29881.0,,,http://delannoy.com/,76229.0,,Contacté,False,,False,,
Médiathèque Signifier,Inès Prévost,ymuller@example.com,0603498389,Médiathèque,France,Auvergne-Rhône-Alpes,74,Thonon-les-Bains,,,http://www.rolland.org/,4303.0,,,http://vasseur.com/,29123.0,,,https://www.pruvost.com/,18431.0,http://www.lecoq.com/,Intéressé,False,email,True,,Nom île chaud jouer ci double angoisse paysage.
Éditeur Pencher,Emmanuel Rolland,josephineetienne@example.net,0635808144,Éditeur,France,Nouvelle-Aquitaine,17,La Rochelle,,,,,https://weiss.net/,11455.0,,,,,http://www.dijoux.fr/,20873.0,https://devaux.com/,Contacté,True,telephone,False,2025-11-22,
Bar à jeux Fumer,Margaret Breton,zhuet@example.org,0740267462,Bar à jeux,France,Provence-Alpes-Côte d'Azur,05,Gap,,,https://masse.net/,2398.0,http://dupont.fr/,5205.0,https://lombard.fr/,20070.0,,,http://www.pons.fr/,4153.0,https://www.fabre.fr/,Intéressé,True,,False,2025-07-30,Somme accent effacer quant à.
Influenceur Près,William Godard,sylvielaroche@example.net,0663232413,Influenceur,France,Nouvelle-Aquitaine,87,Saint-Junien,"49, boulevard Sophie Thierry",460.0,https://potier.com/,6494.0,https://www.gaillard.com/,9504.0,http://cordier.fr/,14217.0,,,http://lebreton.org/,53752.0,http://martinez.com/,Contacté,True,facebook,False,,Grain comme chute certain reste.
Ludothèque Courir,Benoît Lelièvre-Chartier,guydelorme@example.net,0699526409,Ludothèque,France,Grand Est,55,Bar-le-Duc,"358, rue de Guichard",,http://www.joseph.net/,5149.0,,,,,http://martel.net/,26799.0,,,https://www.legrand.com/,Prospect,False,email,True,2024-09-26,
Bar à jeux Recommencer,Pierre Marion,margaux79@example.com,0788668671,Bar à jeux,France,Provence-Alpes-Côte d'Azur,04,Manosque,boulevard de Guillot,319.0,,,https://www.olivier.com/,3164.0,http://legros.com/,1830.0,,,http://marty.fr/,7557.0,https://lenoir.fr/,Contacté,True,,True,2025-06-13,
Influenceur Claire,Manon du Munoz,cecilecolin@example.com,0679610993,Influenceur,France,Normandie,76,Dieppe,rue Arthur Raynaud,,https://brun.com/,5122.0,https://www.hoarau.com/,8890.0,,,http://rolland.fr/,9087.0,http://www.becker.com/,79530.0,,Contacté,True,instagram,False,,
MJC Quitter,Stéphane Pasquier,christinemeunier@example.net,0708100044,MJC,France,Nouvelle-Aquitaine,40,Capbreton,"35, rue Lucas Devaux",,https://www.etienne.fr/,3302.0,,,http://www.coste.net/,9327.0,,,,,,Contacté,False,,False,,Contenir rien aimer condition me distinguer.
Éditeur Coeur,Isaac Guillou,rouxveronique@example.com,0717571644,Éditeur,France,Bretagne,29,Morlaix,"504, chemin Joseph Bigot",,https://schmitt.fr/,862.0,http://www.auger.com/,14391.0,,,https://marin.fr/,44640.0,,,https://www.munoz.com/,Intéressé,False,facebook,False,2024-10-07,
Boutique spécialisée Courant,,parentzoe@example.org,0764591737,Boutique spécialisée,France,Auvergne-Rhône-Alpes,43,Yssingeaux,,,https://www.vaillant.com/,6482.0,http://www.julien.com/,9189.0,,,,,,,https://royer.net/,Prospect,False,,False,2024-12-17,
CSCS Hôtel,Daniel Masson,sylvie46@example.org,0613780066,CSCS,France,Centre-Val de Loire,37,Tours,,,https://lejeune.net/,9843.0,,,http://www.pires.net/,2692.0,,,,,https://www.charpentier.com/,Prospect,False,,False,2025-12-08,
MJC Grand,Noël-Thibaut Meunier,corinne82@example.net,,MJC,France,Provence-Alpes-Côte d'Azur,05,Gap,,,,,,,http://www.fouquet.fr/,4358.0,,,,,https://www.duhamel.com/,Intéressé,False,,False,2025-05-20,
Artisan Finir,Gilbert Le Lejeune,margotpetitjean@example.net,0775546124,Artisan,France,Pays de la Loire,49,Cholet,,,http://boulanger.com/,8290.0,,,,,https://www.levy.net/,32390.0,,,http://normand.fr/,Prospect,True,instagram,False,2024-02-13,
MJC Compte,,frederic50@example.com,0617279270,MJC,France,Auvergne-Rhône-Alpes,01,Bourg-en-Bresse,"429, rue de Lévy",,,,,,http://bourdon.com/,10083.0,,,,,http://www.diaz.com/,Contacté,False,instagram,False,2026-01-02,Grâce songer continuer cause inquiétude presque.
MJC Votre,Célina Guillou,regniergilles@example.net,,MJC,France,Occitanie,31,Muret,"884, rue Édouard Thibault",118.0,https://legros.com/,965.0,http://denis.org/,10705.0,,,,,,,https://www.deschamps.org/,Prospect,False,facebook,True,2025-04-04,
CSCS Commencement,Franck Vincent,christophe26@example.org,0671566672,CSCS,France,Nouvelle-Aquitaine,86,Châtellerault,"345, rue de Bourgeois",,,,,,https://ferreira.com/,15443.0,http://www.launay.fr/,48924.0,,,,Contacté,False,,True,,
Bar à jeux Aussi,William Pinto,lhamon@example.com,0625459956,Bar à jeux,France,Occitanie,65,Lourdes,"94, rue Michelle Albert",442.0,https://www.godard.com/,8934.0,http://www.loiseau.fr/,6673.0,http://www.faivre.com/,1375.0,,,https://tessier.com/,53662.0,https://www.dufour.org/,Intéressé,False,facebook,False,,
Influenceur Avance,,diazmadeleine@example.net,0688692236,Influenceur,France,Auvergne-Rhône-Alpes,07,Privas,"2, rue Roussel",134.0,,,,,http://petit.org/,23485.0,http://www.martin.fr/,12291.0,,,https://gonzalez.fr/,Contacté,True,telephone,False,,
MJC Entourer,,louise13@example.org,0769658986,MJC,France,Occitanie,65,Lourdes,"47, rue Lelièvre",,,,http://www.bertrand.fr/,11593.0,http://www.ferreira.com/,8023.0,https://www.schmitt.fr/,5547.0,https://lambert.org/,72361.0,https://levy.fr/,Contacté,True,telephone,False,2024-05-15,Journée secret rejoindre autorité grâce silencieux.
Asso JDR Droit,Sébastien Michel,qallard@example.com,0713497137,Asso JDR,France,Normandie,27,Vernon,,173.0,https://pons.net/,4363.0,,,,,https://www.rousset.com/,6712.0,,,http://bonneau.com/,Intéressé,True,,True,2025-10-17,
Bar à jeux Approcher,,tessierines@example.net,0713132239,Bar à jeux,France,Occitanie,46,Figeac,"11, chemin Nathalie Berger",118.0,http://hoareau.fr/,9746.0,http://bernard.com/,8701.0,https://www.berthelot.com/,608.0,,,https://www.roger.com/,74488.0,http://baudry.net/,Intéressé,False,,True,2024-09-02,
Asso JDR Désir,Frédéric Blin,oboutin@example.net,0769089771,Asso JDR,France,Provence-Alpes-Côte d'Azur,83,Toulon,"852, rue de Voisin",,,,,,https://vincent.fr/,610.0,,,,,http://laurent.fr/,Prospect,False,telephone,False,2024-05-28,
MJC Médecin,Guillaume Lenoir,astridrenard@example.org,0652230263,MJC,France,Auvergne-Rhône-Alpes,69,Villefranche-sur-Saône,"57, rue Chrétien",253.0,https://launay.com/,6224.0,https://robert.fr/,13596.0,,,,,https://www.clerc.org/,14091.0,https://martineau.net/,Prospect,False,instagram,True,,
Ludothèque Sept,Margaux Descamps,ophilippe@example.org,0667895697,Ludothèque,France,Normandie,27,Évreux,,,,,http://rocher.org/,14735.0,,,https://www.lebreton.fr/,6410.0,,,https://guillon.net/,Intéressé,True,,True,,
Bar à jeux Honneur,Thomas Renaud,gilbertmartin@example.net,0607059199,Bar à jeux,France,Bretagne,35,Saint-Malo,,,,,https://besnard.com/,14521.0,,,,,https://www.marie.fr/,20631.0,,Intéressé,True,,False,2024-08-29,
Artisan Reprendre,,marinecollin@example.com,0704078280,Artisan,France,Normandie,61,Argentan,chemin de Techer,,http://martinez.org/,7816.0,http://www.boyer.org/,3190.0,http://www.bourgeois.com/,22039.0,,,https://lenoir.fr/,41524.0,http://boyer.org/,Intéressé,False,instagram,True,2025-10-08,
Éditeur Nord,,slombard@example.com,0713559446,Éditeur,France,Nouvelle-Aquitaine,33,Bordeaux,,,http://www.pages.org/,4988.0,http://www.valette.org/,13791.0,,,http://www.hubert.net/,38509.0,,,http://www.meunier.net/,Prospect,False,,False,2025-08-31,
Influenceur Effort,Franck Duhamel,schneiderfrederic@example.com,0612677627,Influenceur,France,Occitanie,82,Castelsarrasin,,255.0,https://becker.fr/,3368.0,,,http://lebrun.fr/,26052.0,,,,,http://gay.com/,Prospect,False,facebook,True,2025-12-18,
Influenceur Président,Arnaude Garnier de la Hamel,valentine96@example.org,0788202366,Influenceur,France,Île-de-France,78,Versailles,chemin Nicole Rémy,,,,https://didier.com/,11990.0,http://www.daniel.org/,25240.0,https://www.lelievre.net/,783.0,,,http://www.duhamel.com/,Intéressé,False,,False,2024-04-02,
Bar à jeux Froid,Diane Texier,olivier09@example.net,,Bar à jeux,France,Bretagne,29,Morlaix,,121.0,http://leduc.org/,230.0,,,http://gomez.com/,13239.0,,,,,https://www.boyer.com/,Prospect,True,facebook,False,2024-10-07,Militaire je chercher coin mort chemin pitié.
CSCS Main,,vguyot@example.com,0693649009,CSCS,France,Île-de-France,95,Sarcelles,avenue Joubert,,https://www.sauvage.net/,8638.0,,,http://www.lejeune.com/,27519.0,,,http://pages.fr/,36021.0,https://www.gomez.fr/,Intéressé,False,email,False,,
CSCS Signer,Sophie-Pénélope Barre,thomaspineau@example.net,,CSCS,France,Centre-Val de Loire,37,Chinon,,,,,http://payet.org/,2840.0,https://bodin.net/,2794.0,,,,,https://baron.fr/,Contacté,True,instagram,True,,Décrire suivant poche or briser.
